dance_style,dance_type,search_query,video_id,video_url,title,description,channel,published_at,view_count,like_count,comment_count,duration,num_comments_retrieved,comment_sentiment,comment_sentiment_avg_compound,comment_sentiment_comment_count
Merengue,Latin dance,Latin dance Merengue tutorial,xPm6Ffaesmw,https://www.youtube.com/watch?v=xPm6Ffaesmw,Merengue  Basics,Basisschritte Merengue in Verbindung mit Figuren unseres Bachata Lernvideos.,Karibische Tänze lernen,2017-11-26T13:30:48Z,117625,483,18,PT5M33S,10,positive,0.4,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,xldJEOsmUCg,https://www.youtube.com/watch?v=xldJEOsmUCg,How to dance Milonga (Lesson 01),"This is the first lesson in ""How to Dance Milonga"" you should take. This is an easy combination that you might know, but it'll help ...",MIRIAM LEONARDO Tango,2024-03-24T14:00:46Z,43714,885,16,PT6M44S,10,positive,0.8,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,GbkQcB79b2g,https://www.youtube.com/watch?v=GbkQcB79b2g,MILONGA: 2 Common but Difficult Milonga Steps (02-25-2025),Timestamps: 00:00 Intro to Intermediate Milonga Class 00:10 Full Milonga Sequence 00:25 Chasse-Side Steps 01:40 Milonga Tip ...,Evolution Tango TV,2025-03-25T19:22:24Z,10807,243,2,PT4M6S,1,positive,1.0,1.0
Milonga,Latin dance,Latin dance Milonga tutorial,-UqAnPyFK4M,https://www.youtube.com/watch?v=-UqAnPyFK4M,Paso BÁSICO de la MILONGA en Pareja (Baldosa Paso básico),LA BALDOSA para BAILAR MILONGA en Pareja explicada paso a paso desde el Salón Pugliese de Barcelona. Si quieres ...,unComo,2020-02-06T18:30:00Z,146165,2934,66,PT6M52S,10,positive,1.0,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,--J5QVgWZqg,https://www.youtube.com/watch?v=--J5QVgWZqg,Your beginner&#39;s guide to Milonga: here&#39;s where to start,"Master the art of Milonga with our expert tips and techniques. In this video, Pablo and Anne from Tango Space teach you how to ...",Tango Space - Argentine Tango School,2021-05-21T07:12:57Z,42175,987,42,PT9M52S,10,positive,0.9,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,OadW9tNUs2k,https://www.youtube.com/watch?v=OadW9tNUs2k,PASOS MILONGA,Vídeo sobre: PASOS MILONGA.,CasiRuano,2016-05-13T19:12:46Z,1079890,6999,159,PT11M41S,10,positive,1.0,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,46YPFDSpzwc,https://www.youtube.com/watch?v=46YPFDSpzwc,3 Easy and Fun Milonga combinations!,"In this video, we'll be showing you 3 different Milonga steps that you can use right away at the Milonga. These figures are for the ...",MIRIAM LEONARDO Tango,2022-11-26T08:00:03Z,50504,1647,33,PT7M5S,10,positive,0.7,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,2wS-1cFtN84,https://www.youtube.com/watch?v=2wS-1cFtN84,Milonga 101 - Part 1 - The Box Step and The Stair Step,Next Milonga Class: https://youtu.be/ZJ63n9X7lq4 Tangology101 Store: https://tangology101-store.printify.me/products Patreon: ...,Tangology101,2014-03-06T21:38:01Z,124109,606,11,PT5M22S,10,positive,1.0,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,WOfbmH0cjRM,https://www.youtube.com/watch?v=WOfbmH0cjRM,Argentine Tango - Milonga Variation for Advanced Dancers,Ronen Khayat and Maya Schwartz of Dance Tel Aviv Dance Studio teach an advanced Milonga combination.,Dance Tel Aviv,2012-09-09T23:35:14Z,11768,52,3,PT4M32S,3,positive,1.0,3.0
Milonga,Latin dance,Latin dance Milonga tutorial,BWA0_WV_jCY,https://www.youtube.com/watch?v=BWA0_WV_jCY,Easy Milonga Structure playing with Stops and Traspie #tango #dance #tutorial,"A simple, yet playful structure for dancing milonga. Let's dance! #dance #tango #tutorial New Recording of Milonga Traspie ...",Tango Inside Out,2022-03-24T18:38:38Z,14920,296,10,PT4M36S,4,positive,0.5,4.0
Milonga,Latin dance,Latin dance Milonga tutorial,bgXT8B2rDZ0,https://www.youtube.com/watch?v=bgXT8B2rDZ0,"Milonga-Candombe Class with Mina and Giraldo, open to all levels.",In this class we are looking at some Candombe steps that survived and went into the Milonga that we dance today. Content: ...,Corrientes -Online Tango Academy-,2020-05-09T12:00:11Z,783,21,4,PT12M37S,4,positive,0.75,4.0
Milonga,Latin dance,Latin dance Milonga tutorial,g-5gxGYxJzc,https://www.youtube.com/watch?v=g-5gxGYxJzc,"5 Differences Between Tango, Vals &amp; Milonga (Don&#39;t Miss Out On The Vals &amp; Milonga Tandas)","Do you feel insecure dancing vals or milonga? This video is for you! Discover the five main differences between tango, vals, and ...",Tango Space - Argentine Tango School,2024-05-17T04:14:50Z,10794,252,18,PT14M30S,10,positive,0.8,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,x3SUqs8mW_I,https://www.youtube.com/watch?v=x3SUqs8mW_I,The 5 Fundamental Steps of Tango Dancing (For All Levels),Tango Dancer Not sure how to dance confidently in crowded milonga? Need help adapting the steps you learn in classes to small ...,Tango Space - Argentine Tango School,2022-07-08T12:02:15Z,302597,5441,69,PT9M2S,10,positive,0.9,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,aYmM1_5LiI0,https://www.youtube.com/watch?v=aYmM1_5LiI0,How to Milonga: 3 Easy Milonga Traspie Steps,"Feeling insecure dancing milonga? This video is for you! Learn three simple milonga steps, including the traspie, to make your ...",Tango Space - Argentine Tango School,2024-05-10T12:47:09Z,15245,306,6,PT8M43S,4,neutral,0.5,4.0
Milonga,Latin dance,Latin dance Milonga tutorial,ZJ63n9X7lq4,https://www.youtube.com/watch?v=ZJ63n9X7lq4,Milonga 101 - Part 2 -  Zig Zag Step and Pendulum Step,Next Milonga Video: https://youtu.be/YVHYw7yqSAw Tangology101 Store: https://tangology101-store.printify.me/products ...,Tangology101,2014-03-06T21:53:10Z,105862,567,6,PT5M17S,3,neutral,0.3333,3.0
Milonga,Latin dance,Latin dance Milonga tutorial,ESskHHrlsHo,https://www.youtube.com/watch?v=ESskHHrlsHo,MILONGA STEP:  Fun combination to use at a Milonga!,"Milonga Steps for intermediate level. with Miriam Larici & Leonardo Barrionuevo In this class, we work on a fun Milonga step that ...",MIRIAM LEONARDO Tango,2022-05-30T14:45:00Z,9201,305,6,PT4M36S,5,positive,0.8,5.0
Milonga,Latin dance,Latin dance Milonga tutorial,I8pVan0rQk0,https://www.youtube.com/watch?v=I8pVan0rQk0,"Learn Tango, Tutorial #6 Milonga Walks | Practice with Music | Costa Rica Tango Estudio","This is an add on to the last video, Tango Tutorial #6: https://youtube.com/watch?v=AARCLJ4RXMk. A practice session of the new ...",baisakhi saha,2019-08-14T01:45:02Z,679,10,12,PT13M18S,8,positive,1.0,8.0
Milonga,Latin dance,Latin dance Milonga tutorial,n3HXshmCM-o,https://www.youtube.com/watch?v=n3HXshmCM-o,Free How To Feel Confident Dancing Vals &amp; Milonga Masterclass this weekend,"Hi tango dancer, Are you feeling intimidated by the vals and milonga rhythms? It might simply be because you're approaching ...",Tango Space - Argentine Tango School,2020-11-11T13:34:05Z,719,19,5,PT4M11S,3,neutral,0.3333,3.0
Milonga,Latin dance,Latin dance Milonga tutorial,Qj9CRt0aG0Q,https://www.youtube.com/watch?v=Qj9CRt0aG0Q,How to play Milonga - Basic rhythms,Here are the first steps for you to start playing Argentine milonga. I hope you like it! Don't forget to download the PDF file with the ...,Flavio Romanelli,2023-02-10T18:30:10Z,14962,528,40,PT9M14S,10,positive,0.9,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,SRCRrkjR08c,https://www.youtube.com/watch?v=SRCRrkjR08c,"How to Milonga: Easy, Rotating Step For The Milonga Rhythm 😊 👣💃🕺","Love tango milonga? Learn a fun, playful movement to enhance your milonga dancing. This step is compact, perfect for limited ...",Tango Space - Argentine Tango School,2024-05-03T07:47:25Z,16649,371,22,PT6M29S,10,positive,0.9,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,GH6uMJdGkvE,https://www.youtube.com/watch?v=GH6uMJdGkvE,Tango MUSICALITY: I should have known this 25 years ago 😔,"All you need to become a master in musicality is... Learning how the structure of the songs is built, how to choose the moments to ...",Tango Tribu,2022-08-24T07:53:49Z,88264,3197,120,PT7M38S,10,positive,0.8,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,E5HjwTNI3cI,https://www.youtube.com/watch?v=E5HjwTNI3cI,Milonga Musicality Rhythm Exercises,"Learn how to dance Milonga! Hudson Dance Studio, dance becomes your lifestyle! Hudson Dance Studio - Award Winning Dance ...",Danceflow,2017-02-02T20:00:31Z,153803,1519,17,PT10M11S,10,positive,1.0,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,SjMEEuhjNSs,https://www.youtube.com/watch?v=SjMEEuhjNSs,Tango Milonga rhythm: 2 easy milonga steps (for leaders &amp; followers),"Explore the vibrant world of milonga music and dance in this engaging video. We dive into the history, notable performances, and ...",Tango Space - Argentine Tango School,2020-10-23T15:26:31Z,30499,618,15,PT9M5S,8,positive,0.625,8.0
Milonga,Latin dance,Latin dance Milonga tutorial,YcDpY4mVKo4,https://www.youtube.com/watch?v=YcDpY4mVKo4,Rhythmic Tango - An introduction to milonga,"A basic introduction to milonga rhythm, a faster version of tango that is generally danced or stepped on the beat. This style uses ...",Tangosynthesis,2019-01-11T11:52:03Z,222,3,0,PT9M7S,0,,,
Milonga,Latin dance,Latin dance Milonga tutorial,CDcUP-A-tbs,https://www.youtube.com/watch?v=CDcUP-A-tbs,Tango Dancing: 3 milonga tips that make all the difference,"Tanger Dancer, Are you struggling with the milonga rhythm? Are you feeling less comfortable dancing milonga than dancing ...",Tango Space - Argentine Tango School,2021-06-23T14:40:16Z,9726,333,8,PT9M23S,7,neutral,0.2857,7.0
Milonga,Latin dance,Latin dance Milonga tutorial,06s2XeD9MsM,https://www.youtube.com/watch?v=06s2XeD9MsM,TANGO WITH MAUREEN AND CARLOS - BASIC MILONGA LISA AND TRASPIE,"Milonga lisa and traspié: Refer to the music, in 2/4 time, or to the dance which preceded the tango. this time we are combining ...",Maureen,2020-06-12T21:49:00Z,2341,48,2,PT4M,2,positive,1.0,2.0
Perreo,Latin dance,Latin dance Perreo tutorial,Gwjz_fo5IG4,https://www.youtube.com/watch?v=Gwjz_fo5IG4,Reggaeton Hips | Hip Isolation Tutorial | How to shake your hips!,"We get asked about this move so much! We call it the ""triangle hips!"" Here's a quick hip tutorial to get you moving those hips, ...",LFS DANCE,2021-02-28T18:16:51Z,213000,4585,71,PT7M55S,10,positive,0.7,10.0
Perreo,Latin dance,Latin dance Perreo tutorial,IKcp8ibER-s,https://www.youtube.com/watch?v=IKcp8ibER-s,Basic Dance Moves ( reggaeton/hiphop ),Thanks You Very Much for Watching ! i hope you like this video and find it useful LINK for the song i use ...,Donaire Andara,2018-12-30T22:57:39Z,280111,6673,351,PT9M35S,10,positive,0.8,10.0
Rueda de Casino,Latin dance,Latin dance Rueda de Casino tutorial,sRAZmtcBlAw,https://www.youtube.com/watch?v=sRAZmtcBlAw,"Rueda moves 1 - Dame, Dame dos, Directo (easy changes)","We start a new rueda series. In these videos, we will show you different salsa moves that work only in rueda arrangement. The first ...",La Suerte Dance School,2021-10-21T12:23:11Z,78831,902,21,PT4M47S,10,positive,0.7,10.0
Rueda de Casino,Latin dance,Latin dance Rueda de Casino tutorial,WhYRzXQzB_k,https://www.youtube.com/watch?v=WhYRzXQzB_k,TUTORIAL DE RUEDA DE CASINO. &quot;LA MEGA RUEDA IMBATIBLE DE CASINO&quot;. RETOMANDO EL SON #tutorial,Tutorial de baile para la Mega Rueda IMBATIBLE que se realizará el próximo 26 de noviembre. . Requisito para participar: 1.,Retomando El Son Bailando Casino,2023-04-12T12:00:10Z,67894,1389,44,PT9M1S,10,positive,0.9,10.0
Samba (Brazilian),Latin dance,Latin dance Samba (Brazilian) tutorial,RGN5UJTP-0U,https://www.youtube.com/watch?v=RGN5UJTP-0U,Learn Brazilian Samba in 5 minutes!,"Would you like to continue learning Brazilian Samba? Start with my Fundamental lessons FREE here on Youtube, or jump straight ...",Sambaliscious,2018-07-10T05:03:23Z,2545420,23290,0,PT6M6S,0,,,
Samba (Brazilian),Latin dance,Latin dance Samba (Brazilian) tutorial,4DZ00HB5ZV0,https://www.youtube.com/watch?v=4DZ00HB5ZV0,Samba no Pé - Aula 1,"Aqui você vai poder assistir vídeoaulas das mais diversas áreas do seu interesse, como aulas de dança, culinária, e muito mais!",Meu Prof Video Aula,2014-02-14T20:38:58Z,7135132,107924,1688,PT4M21S,10,negative,-0.3,20.0
Samba de Gafieira,Latin dance,Latin dance Samba de Gafieira tutorial,BSF3KTMOWFQ,https://www.youtube.com/watch?v=BSF3KTMOWFQ,Canal Dança Comigo - Samba de Gafieira - Pica-Pau,"Seja bem vindo! Aula de hoje: Samba de Gafieira - Pica-Pau Nossas vídeo aulas contem uma diversidade de temas, sejam ...",Canal Dança Comigo,2019-02-26T15:30:01Z,28924,1260,39,PT7M49S,10,positive,1.0,10.0
Samba de Gafieira,Latin dance,Latin dance Samba de Gafieira tutorial,Wc2RCx81nAg,https://www.youtube.com/watch?v=Wc2RCx81nAg,Canal Dança Comigo - Samba de Gafieira - Estruturando sua Gafieira,"Seja bem vindo! Aula de hoje: Samba de Gafieira Nossas vídeo aulas contem uma diversidade de temas, sejam ""passos"", ...",Canal Dança Comigo,2019-01-15T14:30:01Z,17302,828,24,PT6M51S,10,positive,1.0,10.0
Zouk,Latin dance,Latin dance Zouk tutorial,seA5Dy7ep94,https://www.youtube.com/watch?v=seA5Dy7ep94,How to do Zouk Dance 🕺💃 Basic Steps for Beginners,How to dance BRAZILIAN ZOUK (learn to dance Zouk Online!) ➜ Basic Steps on the Spot Tutorial for Beginners. If you want to ...,VdanceClub,2022-12-15T14:00:27Z,74945,358,6,PT4M50S,6,positive,0.5,6.0
Zouk,Latin dance,Latin dance Zouk tutorial,qbPzvHAGvm4,https://www.youtube.com/watch?v=qbPzvHAGvm4,How to Do the Zouk Infinity Step | Latin Dance,Full Playlist: https://www.youtube.com/playlist?list=PLLALQuK1NDrhtJSO_qES-DBuCLeh_tAYc - - Like these Ballroom Dance ...,Howcast,2013-08-20T01:32:59Z,161196,1142,29,PT5M28S,10,positive,0.7,10.0
Lambada,Latin dance,Latin dance Lambada tutorial,8nhqnxirY9o,https://www.youtube.com/watch?v=8nhqnxirY9o,Lambada dance tutorial,Lambada dance tutorial How to dance lambada (     VÁ NAS CONFIGURAÇÕES DO VÍDEO PARA ASSISTIR COM LEGENDAS ...,That Brazilian Couple,2020-11-15T22:00:00Z,264424,8944,391,PT5M54S,10,positive,1.0,10.0
Lambada,Latin dance,Latin dance Lambada tutorial,tRxjL3JijdE,https://www.youtube.com/watch?v=tRxjL3JijdE,COMO BAILAR LAMBADA | PASO BASICO 🔥💃,En este tutorial vas a aprender los pasos básicos de la Lambada ✓ Clases de Cumbia Salsa y Bachata desde Cero en: ...,Baila Facilito,2021-09-23T00:00:14Z,631370,23768,355,PT9M23S,10,positive,1.0,10.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,rrdKszMyWQk,https://www.youtube.com/watch?v=rrdKszMyWQk,Advanced Paso Doble Solo Practice Routine (Latin Dance Tutorial),"Hey guys, In this video Amanda demonstrates an advanced solo practice routine for International Paso Doble. First, she shows all ...",375 Dance Studio,2021-01-06T22:14:32Z,62093,1235,28,PT12M32S,10,positive,1.0,10.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,cPL3r3JGnSs,https://www.youtube.com/watch?v=cPL3r3JGnSs,How To Dance PASO DOBLE? *Techniques* + *Tips*,"Latin Dance with Howard Loke *Dance Tutorial* going to show you how to do Paso Doble, following with some tips and ...",Danspiration Studio,2020-11-15T12:18:26Z,84852,2078,69,PT6M31S,10,positive,1.0,10.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,nDFihjVBSYs,https://www.youtube.com/watch?v=nDFihjVBSYs,Paso Doble Basic Steps for Beginners,Share this video: https://youtu.be/nDFihjVBSYs Paso Doble Basic Steps for Beginners Subscribe to Channel: ...,Egils Smagris,2018-02-27T11:32:34Z,405162,2399,58,PT9M3S,10,positive,0.9,10.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,GGN1bw0n6ZU,https://www.youtube.com/watch?v=GGN1bw0n6ZU,Troels Bager | How to dance Paso Doble | Ballroom Latin Lesson,Shop + Follow on Social Media Shop practice wear             https://www.dancetodaybiz.com/shop ...,Dance Today,2019-04-09T04:27:46Z,10153,217,6,PT4M25S,4,positive,0.75,4.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,r0hGGE2cWQ4,https://www.youtube.com/watch?v=r0hGGE2cWQ4,Basic Silver International Latin Paso Doble Routine by Manuel Favilla and Natalia Maidiuk,Manuel Favilla and Natalia Maidiuk - Basic Silver International Latin Paso Doble Routine Dance Like a PRO - Learn to Dance ...,Panache Star Dancesport ,2022-03-31T13:03:54Z,136376,1909,25,PT8M54S,10,positive,1.0,10.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,ZX5-Fyq_x50,https://www.youtube.com/watch?v=ZX5-Fyq_x50,Basic Steps =  Pasodoble = Moscow Championship 2023 Amateur Adult Latin,Basic Steps of Pasodoble Moscow Championship 2023 Amateur Adult Latin: 0:00 - Roman Agafonov & Anastasia Gradova /364 ...,Latin DanceSport Tube,2023-10-13T10:45:09Z,38372,495,4,PT12M27S,4,positive,1.0,4.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,enh5bkWmYV0,https://www.youtube.com/watch?v=enh5bkWmYV0,Beginner Paso Doble Solo Practice Routine (Ballroom Dance Tutorial),"Hey guys, In this video Amanda demonstrates a beginner solo practice routine for International Paso Doble. First, she shows all of ...",375 Dance Studio,2020-12-03T00:50:42Z,89292,1414,35,PT8M4S,10,positive,1.0,10.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,ju3hf5pPfIQ,https://www.youtube.com/watch?v=ju3hf5pPfIQ,Anna Kovalova | Ballroom Latin Dance Lesson | Paso Doble Choreography,Start dancing Now : http://www.dancewithanna.com/ Would you like to support Dance Today ? Patreon Link ...,Dance Today,2020-04-16T00:00:14Z,44924,1020,19,PT7M39S,10,positive,1.0,10.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,2wj0VhrZxkg,https://www.youtube.com/watch?v=2wj0VhrZxkg,Paso Doble Débutant : Apprenez à Danser Facilement le Paso Doble ! 💃🕺 (600+ Cours à Vie),Apprenez le Paso Doble facilement et à votre rythme ! Avec **plus de 980 cours en illimité et un accès à vie** sur ...,Cliquez Dansez - Anna et Igor,2013-12-09T13:16:47Z,538906,792,19,PT8M31S,10,positive,0.6,10.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,o9Z3a6xsrqc,https://www.youtube.com/watch?v=o9Z3a6xsrqc,💥 Paso doble 💥 Technique Secrets 😝 How To Dance Paso Doble correct -  by Oleg Astakhov,dance #ballroom #howtodance http://www.BeverlyHillsDanceStudio.com - Ballroom and Latin private dance lessons with award ...,Oleg Astakhov,2019-01-18T04:34:39Z,19834,235,6,PT4M9S,6,positive,0.6667,6.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,dh1SNj7F7C0,https://www.youtube.com/watch?v=dh1SNj7F7C0,"15 Minute Advanced Dance Workout | Rumba, Cha Cha, Samba, Paso Doble and Jive | Mirror Image","Our new AD FREE dance workout plan is here to help you reconnect, boost your cognitive skills, stay fit, and have fun along the ...",375 Dance Studio,2021-04-14T16:00:30Z,514272,11111,236,PT15M38S,10,positive,1.0,10.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,ne28cx0XNq4,https://www.youtube.com/watch?v=ne28cx0XNq4,Intermediate Paso Doble Solo Practice Routine (Ballroom Dance Tutorial),"Hey guys, In this video Amanda demonstrates an intermediate solo practice routine for International Paso Doble. First, she shows ...",375 Dance Studio,2021-10-11T11:45:02Z,72419,1644,33,PT12M34S,10,positive,0.9,10.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,t8dISTPTDTY,https://www.youtube.com/watch?v=t8dISTPTDTY,Basic Paso Doble for fun at home - part 1,Learn to dance at home - have some fun trying out some basic steps in the Paso Doble with James & Joanna. Part one of two!,vivaladance,2020-05-01T19:00:12Z,23501,296,9,PT10M19S,7,positive,0.8571,7.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,KqTBZE_DB7U,https://www.youtube.com/watch?v=KqTBZE_DB7U,Bronze Paso Doble Routine Ballroom Dance Lesson,Bronze Paso Doble DVD dance lesson is available for download at: https://shop.grandballroom.com/. The Paso Doble collection ...,Andy Wong,2010-07-18T06:59:37Z,153441,300,9,PT4M16S,9,neutral,0.4444,9.0
